From,To,Weight
3377,2560,1
3377,1915,3
3377,6287,1
3377,7334,27
3377,511,1
3377,7537,8
3377,7204,1
3377,4054,1
3377,10564,1
3377,10765,1
3377,10886,3
3377,8065,2
3377,4599,1
3377,7021,2
3377,8379,2
3377,9893,2
3377,5303,1
3377,9567,6
3377,2934,12
3377,4099,32
3377,4102,1
3377,2775,13
3377,1255,4
3377,8894,1
3377,370,1
9667,1085,1
9667,8894,1
9667,1966,1
9668,8567,1
9668,9082,2
9670,9873,1
9670,1159,1
9670,8626,1
9670,9670,1
9670,2560,1
9670,7021,1
9670,3810,1
9670,1915,1
9670,3271,1
9670,2775,1
9670,463,1
9670,8556,1
9670,5164,4
9670,1415,1
9672,1982,1
9672,3240,1
9672,4476,1
9672,9893,1
9672,7416,1
9672,1265,1
9674,7049,1
9674,3307,1
9674,8920,1
9674,2702,1
9674,2898,1
9674,9650,1
9674,9020,1
9674,820,1
9674,1665,1
9675,4620,2
9675,7504,1
9676,4490,1
9677,4093,1
9678,10637,1
9679,7329,1
9679,10271,1
9679,5593,5
9679,344,1
9681,10886,1
10235,5401,1
10235,741,2
10235,6770,1
10235,6197,1
10235,6349,1
10235,2239,2
10235,2950,1
10235,9936,1
10235,7921,2
10235,9164,1
10235,6422,1
10235,2788,1
10235,7824,3
10235,6997,1
10235,4041,2
10235,2872,2
10235,10254,1
10235,8950,1
10235,2169,1
10235,6168,1
10235,9265,1
10235,2446,1
10235,7942,1
10235,8953,1
10235,1271,2
10235,8749,3
10235,5164,42
10235,1756,1
10235,5706,35
10235,3899,4
10235,6199,1
10235,8789,2
10235,1253,1
10235,10608,2
10235,10644,1
10235,9703,1
10235,10886,8
10235,9221,5
10235,8754,2
10235,831,1
10235,5901,1
10235,2793,1
10235,5722,1
10235,9335,2
10235,401,2
10235,9566,1
10235,1412,1
10235,9450,5
10235,7219,4
10235,2459,1
10235,2148,2
10235,7807,1
10235,1333,6
10235,8975,3
10235,1335,5
10235,9122,2
10235,8976,2
10235,2152,3
10235,2775,2
10235,10901,1
10235,10235,2
10235,10371,2
3544,2775,1
9687,9687,3
9690,5165,1
9690,5690,2
9690,3677,1
9690,7185,1
9690,3989,1
9690,5661,2
9690,5700,3
9690,9960,1
9690,1271,6
9690,1531,1
9690,566,11
9691,8235,2
9691,5164,4
9691,5091,1
9691,1310,2
9692,10886,1
3587,5091,2
9694,9417,1
9694,9190,1
9694,4682,1
9694,5588,1
9694,2221,1
9694,2308,1
9695,2101,1
9696,5591,1
9696,7532,17
9696,9696,1
9696,4016,2
9696,10578,2
8654,2606,1
8654,8654,1
8654,5345,1
8654,3609,2
8654,9663,1
8654,6246,1
8654,2560,2
8654,6397,20
8654,4482,10
8654,10144,30
8654,2864,34
8654,6887,1
9701,7177,1
9701,7778,1
9701,5486,1
9701,1900,6
9701,89,1
9701,8548,1
9701,10587,5
9701,9833,1
9701,8983,1
9701,9242,1
9701,2820,1
9701,3708,1
9701,8739,1
9701,2775,1
9701,9994,1
9701,4862,3
9701,9964,1
9701,8817,1
9701,335,1
9701,1143,1
9701,4093,1
9701,1335,1
9701,2704,8
9701,3463,9
9701,4767,1
9701,2560,5
9701,1802,1
9701,9701,1
9701,3520,1
9701,5164,1
9701,5584,1
9701,3132,1
9701,9129,1
9701,3433,1
9701,4687,3
9701,5893,1
9701,3301,2
9701,3479,1
9701,1805,1
9701,10530,1
9701,4520,1
9701,8339,1
9701,6435,1
9701,4055,6
9701,1517,1
9701,8965,1
9701,9091,2
9701,984,1
9701,9318,1
9701,9567,1
9701,6069,2
9701,3200,1
9701,168,1
9701,446,1
9701,1726,1
9701,2147,1
9701,5983,15
9701,4192,1
9701,815,1
9701,232,1
9701,9983,1
9701,5484,2
9701,5442,1
9701,8142,1
9701,6526,1
9701,6023,1
9701,5569,1
9702,8754,1
9702,6916,21
9702,10276,12
9702,8273,1
9702,3609,1
9702,2017,6
9702,8157,1
9702,2521,1
9702,958,1
9702,9984,1
9702,10735,2
9702,5433,1
9702,5606,1
9702,2676,19
8920,9592,165
8920,1614,1
8920,8736,2
8920,5661,3
8920,7576,1
8920,3488,1
8920,10247,2
8920,8399,1
8920,1619,14
8920,9,1
8920,1265,1
8920,2836,1
8920,2787,1
8920,1955,6
8920,10253,1
8920,6001,1
8920,3127,1
8920,4634,1
8920,5000,5
8920,6512,1
8920,7587,1
8920,932,1
8920,2960,1
8920,10502,1
8920,7049,2
8920,8920,1
8920,4132,1
8920,9272,3
8920,1642,1
8920,1283,2
8920,8084,2
8920,9276,1
8920,1478,2
8920,2637,3
8920,574,1
8920,8771,7
8920,2325,1
8920,4667,1
8920,8777,3
8920,1061,2
8920,10296,2
8920,8160,1
8920,1996,1
8920,5824,1
8920,1665,8
8920,9971,1
8920,598,45
8920,4171,1
8920,2999,6
8920,1672,2
8920,8142,1
8920,3338,3
8920,6563,1
8920,6069,1
8920,4175,4
8920,5221,4
8920,3696,2
8920,6932,3
8920,10818,1
8920,270,2
8920,9650,4
8920,7119,1
8920,2022,1
8920,7719,1
8920,1689,2
8920,5231,1
8920,4032,2
8920,8806,1
8920,1175,1
8920,2202,4
8920,8650,5
8920,6151,2
8920,75,3
8920,4042,1
8920,3037,1
8920,2704,2
8920,9834,6
8920,7661,2
8920,3223,1
8920,8830,1
8920,7334,1
8920,4054,5
8920,612,2
8920,8298,1
8920,118,4
8920,6259,2
8920,4055,1
8920,2117,5
8920,314,1
8920,3240,1
8920,8476,1
8920,3062,1
8920,10864,1
8920,3924,2
8920,9020,5
8920,4757,3
8920,335,1
8920,9550,2
8920,4672,1
8920,3935,1
8920,1915,7
8920,2976,1
8920,2759,1
8920,162,2
8920,9562,21
8920,7021,1
8920,9711,1
8920,4093,3
8920,5129,1
8920,7711,2
8920,1940,1
8920,4099,1
8920,10234,7
8920,2775,1
8920,6844,3
8920,6845,2
8920,9414,89
10765,3112,1
10765,9027,2
10765,1256,1
10765,1089,17
10765,1779,2
10765,7445,1
10765,1944,5
10765,5173,3
10765,10643,2
10765,6000,1
10765,9429,18
10765,6003,3
10765,2611,1
10765,5791,1
10765,3357,2
10765,6168,7
10765,388,5
10765,5678,1
10765,3967,1
10765,3817,1
10765,9083,1
10765,6176,8
10765,8366,1
10765,209,10
10765,2136,2
10765,1966,3
10765,8593,1
10765,3143,1
10765,9782,3
10765,8106,1
10765,6184,111
10765,4840,1
10765,4299,2
10765,10276,2
10765,406,3
10765,1815,3
10765,4137,10
10765,1480,2
10765,411,1
10765,4482,1
10765,4684,1
10765,7603,3
10765,3001,1
10765,3311,1
10765,8796,2
10765,9457,2
10765,2820,1
10765,1648,1
10765,10625,1
10765,5030,2
10765,2822,13
10765,1985,5
10765,2369,1
10765,2158,1
10765,9310,1
10765,9110,1
10765,10628,18
10765,5195,1
10765,8280,2
10765,5713,6
10765,52,1
10765,4672,1
10765,8453,2
10765,3768,3
10765,7619,3
10765,10473,7
10765,2989,4
10765,7279,1
10765,10259,1
10765,6887,22
10765,8956,5
10765,6916,12
10765,2605,3
10765,9132,1
10765,9974,2
10765,9639,1
10765,4522,1
10765,8713,1
10765,1851,1
10765,8965,2
10765,7293,1
10765,2676,8
10765,3013,2
10765,856,1
10765,8220,3
10765,9491,2
10765,2500,1
10765,1524,1
10765,618,3
10765,9853,1
10765,5397,23
10765,10788,1
10765,10146,2
10765,6572,2
10765,1688,1
10765,4981,1
10765,89,2
10765,6236,17
10765,4712,3
10765,6238,1
10765,277,2
10765,2511,3
10765,823,2
10765,9161,3
10765,828,1
10765,4669,1
10765,3550,10
10765,7925,1
10765,9500,3
10765,831,1
10765,4369,2
10765,9662,1
10765,1335,1
10765,9510,1
10765,3037,1
10765,3559,1
10765,8503,1
10765,8830,1
10765,9343,1
10765,5587,1
10765,8368,1
10765,6253,1
10765,1553,1
10765,4920,1
10765,2049,3
10765,4083,2
10765,2532,7
10765,2886,5
10765,5591,1
10765,10237,2
10765,2226,1
10765,1888,1
10765,3838,1
10765,10696,4
10765,1819,42
10765,3399,1
10765,8476,2
10765,9369,1
10765,3878,1
10765,1213,15
10765,2239,1
10765,5448,1
10765,4926,3
10765,10705,93
10765,5277,2
10765,3388,2
10765,8040,1
10765,8041,2
10765,4943,1
10765,1582,1
10765,1909,1
10765,8364,1
10765,10717,13
10765,9213,1
10765,7540,1
10765,3256,1
10765,7416,1
10765,6029,1
10765,513,2
10765,3263,1
10765,3941,2
10765,10886,35
10765,58,1
10765,10887,2
10765,7710,1
10765,6649,1
10765,355,1
10765,6650,1
10765,2765,2
10765,5476,5
10765,1961,3
10765,1929,33
10765,10403,4
10765,9720,1
10765,3609,22
10765,2770,1
10765,2253,2
10765,10407,1
10765,3570,1
10765,8565,2
10765,2423,4
10765,2775,6
10765,8556,6
10765,2777,1
10765,369,1
9708,1001,1
9708,690,1
9708,8155,3
9708,8226,1
9709,10886,1
9710,4595,1
9710,8771,1
9710,7017,2
9710,9747,1
9710,2369,3
9710,2509,1
9710,9710,1
9710,5593,2
9710,7535,1
9710,7159,1
9710,6694,2
9711,7778,1
9718,5265,1
9718,5969,1
9718,2898,1
1687,8572,3
1687,686,3
1687,5701,2
1687,9912,2
1687,9731,1
1687,3960,1
1687,2609,2
1687,9258,4
1687,7408,1
1687,630,1
1687,1945,3
1687,5682,1
1687,741,5
1687,1274,1
1687,2452,1
1687,4289,3
1687,1465,2
1687,209,3
1687,1966,4
1687,919,1
1687,8254,4
1687,9271,1
1687,6349,3
1687,8155,5
1687,9937,3
1687,8747,1
1687,2631,1
1687,4843,1
1687,7178,6
1687,4142,4
1687,2152,14
1687,10284,3
1687,5185,1
1687,4487,11
1687,5070,1
1687,7431,2
1687,8273,2
1687,3666,1
1687,6531,1
1687,958,3
1687,4668,2
1687,6201,1
1687,2658,12
1687,10301,4
1687,4869,2
1687,6115,7
1687,6647,1
1687,2813,1
1687,4875,2
1687,2665,1
1687,8786,1
1687,6916,8
1687,10645,1
1687,10311,1
1687,797,20
1687,7459,1
1687,10646,35
1687,5727,1
1687,1673,3
1687,2676,1
1687,9490,32
1687,9645,16
1687,9151,15
1687,2347,1
1687,9984,9
1687,5228,1
1687,1687,3
1687,6572,1
1687,2201,45
1687,3220,1
1687,8157,4
1687,10776,3
1687,1693,5
1687,3657,3
1687,1543,20
1687,1670,1
1687,831,2
1687,10346,6
1687,3070,4
1687,6246,1
1687,3559,1
1687,1014,10
1687,8659,1
1687,9614,1
1687,10839,1
1687,8334,11
1687,841,3
1687,10688,1
1687,3439,1
1687,8838,5
1687,7893,3
1687,8176,1
1687,4056,2
1687,5433,1
1687,10015,1
1687,3398,6
1687,6210,5
1687,2581,4
1687,6272,4
1687,5106,1
1687,3230,5
1687,6252,5
1687,2243,2
1687,2550,5
1687,8040,1
1687,2910,16
1687,7186,1
1687,7361,2
1687,5171,1
1687,880,1
1687,8385,7
1687,3254,14
1687,2257,4
1687,506,1
1687,5117,5
1687,8542,2
1687,9554,1
1687,10878,4
1687,2643,1
1687,5124,1
1687,7372,2
1687,513,3
1687,4598,4
1687,4250,2
1687,4094,1
1687,2411,1
1687,10735,11
1687,1927,2
1687,5642,2
1687,3947,1
1687,3605,4
1687,8892,7
1687,10058,2
1687,3609,1
1687,7562,5
1687,10578,1
1687,5819,15
1687,5788,11
1687,5513,11
1687,8894,11
9720,8965,2
9720,9429,1
9724,4595,1
9724,2369,1
9724,10560,1
9724,6033,1
9726,5034,2
9727,8155,2
9731,10886,2
9731,10597,3
9731,6881,2
9731,3666,1
9731,823,1
9731,2075,3
9731,2257,9
9731,3639,1
9731,6187,1
9731,5788,1
9731,2239,5
9731,7991,1
9731,4668,1
9731,10735,5
9731,4849,1
9731,830,1
9731,3124,6
9734,7900,1
9735,5925,9
9735,9735,25
9735,1543,23
9735,686,25
9735,2676,1
9736,6705,2
9737,7263,3
9737,9286,1
9737,7030,1
9737,9960,10
9737,2287,1
9737,1833,2
9737,5244,1
9737,7873,1
9737,3935,1
9737,972,2
9737,5049,1
9737,1552,2
9737,6354,1
9737,4210,1
9737,3143,1
9737,7250,19
9737,6225,2
9737,7162,1
9737,9566,2
9737,1278,3
9737,7946,1
9737,6449,1
9737,3920,3
9737,7912,1
4101,9280,1
4101,3240,1
4101,9893,1
7124,5593,1
9742,6339,2
9742,8556,2
9742,6941,2
9743,9986,2
9743,7178,2
9743,10058,1
9743,7941,2
9743,8542,1
9743,9857,2
9743,1237,3
9743,4112,4
9743,9937,2
9743,6544,2
9743,361,1
9743,8114,3
9743,4603,1
9743,5504,1
9743,3307,1
9743,10298,9
9746,10746,3
9746,7680,1
9746,5033,5
9746,4516,2
9746,5763,5
9746,9029,2
9746,7453,1
9746,3593,3
9746,5418,1
9746,5969,1
9746,637,20
9746,2994,11
9747,10417,1
9747,536,1
9747,8736,1
9747,5994,1
9747,377,1
9747,1619,1
9747,4112,1
9747,4519,1
9747,8744,3
9747,2509,1
9747,3463,1
9747,10601,2
9747,6514,2
9747,2131,9
9747,9747,1
9747,7049,1
9747,9703,1
9747,8425,1
9747,1967,1
9747,4132,6
9747,2805,1
9747,1955,3
9747,4298,1
9747,1972,1
9747,9280,1
9747,7947,1
9747,6887,3
9747,9223,1
9747,10753,4
9747,8932,1
9747,8771,3
9747,1648,1
9747,2469,1
9747,234,20
9747,5265,2
9747,8440,1
9747,8280,1
9747,5536,1
9747,9773,1
9747,4093,1
9747,2766,1
9747,134,2
9747,10473,8
9747,9577,1
9747,8114,1
9747,7941,1
9747,1665,2
9747,3175,4
9747,1513,3
9747,9136,1
9747,8142,2
9747,9794,2
9747,1517,1
9747,4175,1
9747,989,1
9747,9650,2
9747,7641,20
9747,1645,1
9747,9894,2
9747,10733,1
9747,8650,2
9747,7652,2
9747,6943,1
9747,4547,1
9747,2867,4
9747,2704,9
9747,9834,6
9747,7661,2
9747,3224,1
9747,5419,1
9747,4664,6
9747,9516,1
9747,2898,2
9747,4054,1
9747,7507,16
9747,2054,1
9747,1366,1
9747,7159,1
9747,6973,1
9747,3240,1
9747,4934,1
9747,10189,1
9747,327,7
9747,10031,3
9747,9382,3
9747,1396,2
9747,4077,1
9747,8202,1
9747,3759,1
9747,4079,1
9747,1750,16
9747,6844,2
9747,10559,1
9747,5967,2
9747,1065,6
9747,8361,1
9747,4772,2
9747,8920,18
9747,6137,2
9747,2924,2
9747,10886,3
9747,1238,21
9747,990,1
9747,1764,1
9747,532,1
9747,4258,1
9747,3609,5
9747,5983,1
9747,1253,1
9747,2775,3
9747,4055,60
9747,4266,1
9749,7962,1
9749,9583,1
9749,6504,1
9754,8155,4
9754,1967,1
9754,4354,1
9754,4566,1
9754,9209,1
9754,8283,1
9754,3735,1
9756,7422,5
9757,10886,2
9758,9348,11
9758,2867,4
9758,3513,1
9758,3514,1
9758,7529,1
9758,858,9
9758,8036,32
9758,10428,1
9758,1750,2
9758,2136,1
9758,2257,1
9758,6965,4
9758,10144,1
9758,1712,1
9758,10670,1
9758,10410,1
9758,3974,1
9758,2702,1
9758,5969,55
9760,7021,1
9760,4093,1
9760,5661,1
9761,10886,1
9763,1335,1
9763,4455,1
9763,702,1
9764,10735,1
9764,6881,1
9767,3076,3
9768,9280,1
9769,2611,1
9771,4093,1
9773,2411,4
9773,5276,1
9773,6456,1
9773,5989,1
9773,2898,25
9773,1393,1
9773,4112,24
9773,4547,1
9773,8361,1
9773,9773,1
9773,10755,3
9773,4077,23
9773,9699,1
9773,1750,19
9773,688,1
9773,9879,1
9773,9630,1
9773,2613,1
9773,9318,2
9773,9436,1
9773,1065,3
9773,5331,2
9773,6821,2
9773,5969,1
9773,2867,2
9773,8549,2
9773,1513,37
9773,3138,3
9773,4055,1
9773,1238,3
9773,9223,37
9773,3974,9
9773,8677,1
9773,656,11
9773,989,4
9773,361,1
9773,3058,24
9773,5265,4
9773,572,1
9773,3698,2
9773,8114,2
9773,7641,1
9773,4094,1
9773,4063,2
9775,9775,2
9775,103,2
9775,7287,1
9775,824,2
9775,2618,1
9775,8416,1
9777,8866,1
10660,680,1
9781,3076,2
9781,2085,2
9781,4361,2
9781,9281,1
9781,9781,1
9782,1985,5
9782,3596,2
9782,7329,1
9782,9755,1
9782,6176,1
9782,406,11
9782,9875,1
9782,9429,9
9782,9213,1
9782,10765,1
9782,1819,1
9782,10210,3
9782,3524,2
9782,5232,2
9782,2886,2
9782,9782,3
9782,6763,1
9782,779,4
9782,5173,3
9782,10381,2
9783,5661,1
9785,1335,1
9786,9614,1
9786,4531,1
9787,5969,3
9788,7263,2
9788,7250,2
9789,102,1
9789,5971,1
9789,9875,1
9789,3609,1
9789,7680,1
9789,2892,4
9789,8237,1
9790,5678,1
9790,1160,1
9790,7422,1
9791,5851,4
9792,7962,1
9792,9218,1
9792,2201,1
9792,9792,1
9792,8628,1
9792,10015,1
9792,6887,1
9792,1687,1
9794,8771,4
9794,598,1
9794,4175,1
9794,2124,2
9794,8499,1
9794,10473,5
9794,8736,6
9794,1750,7
9794,5265,3
9794,10156,1
9794,2958,1
9794,605,7
9794,4132,1
9794,3107,1
9794,3466,1
9794,4017,1
9794,4055,2
9794,325,1
9794,8920,1
9794,335,1
9794,9747,1
10657,4862,1
10391,7416,3
10391,4198,2
10391,3729,1
10391,3240,1
10391,4353,2
9405,10879,1
9405,4862,2
9405,5983,1
9800,5656,1
9800,4515,1
9800,6187,1
9800,4159,1
9800,5983,4
9800,2560,1
9800,4192,1
9800,10309,1
9800,4862,6
9800,10447,1
9800,159,1
9800,8334,1
9808,6361,2
9808,2405,1
9808,8732,1
9808,9614,1
9808,2560,1
9808,10281,2
9808,10222,1
9808,6412,1
9808,8280,1
9808,4540,2
9808,10410,2
9808,1977,1
9808,5426,1
9808,8344,1
9808,3131,1
9808,1067,1
9811,5706,1
9811,197,1
9811,8744,4
9811,9157,1
9811,209,2
9811,9009,2
9811,5826,1
9811,7507,1
9811,10496,1
9811,2287,2
9811,1750,3
9811,10824,1
9811,5164,3
9811,4112,3
9811,10235,1
9811,1057,2
9812,6887,2
9812,1333,1
9816,8196,1
9816,8749,1
9820,5683,3
9820,991,2
9820,1750,13
9820,2136,1
9820,1630,1
9820,3539,2
9820,8965,2
9820,7652,3
9820,5969,11
9822,5678,1
9822,823,1
9822,5593,9
9822,2886,1
9822,4041,3
9826,5809,1
9826,2611,4
9826,10808,2
9828,1460,1
9828,8155,1
9828,7733,1
9828,9140,1
9832,2452,1
9832,8948,1
9832,4112,1
9832,1729,1
9832,2947,1
9833,6069,1
9833,4151,1
9833,3377,4
9833,10751,1
9833,7334,5
9833,2611,1
9833,3301,1
9833,1024,1
9833,5661,1
9833,7170,1
9833,6652,1
9833,4614,1
9833,6330,1
9833,9462,1
9833,3550,1
9834,8771,7
9834,2611,1
9834,598,1
9834,6645,1
9834,8920,2
9834,8723,1
9834,1750,1
9834,5265,1
9834,3338,1
9834,1864,1
9834,550,1
9834,5969,1
9835,8406,1
9835,9192,1
9835,8102,2
9835,7063,1
9835,5965,1
9835,10886,8
9835,2823,1
9835,6676,1
9835,8593,1
9835,6287,1
9835,5150,1
9835,1253,5
9835,4296,1
9835,52,1
9835,8234,1
9836,8906,1
9836,5127,2
9836,10266,2
9836,5619,4
9836,10473,1
9836,2611,4
9836,5882,1
9836,2974,1
9836,10131,1
9836,327,1
9836,10054,2
9836,6313,1
9836,3550,9
9836,3573,7
9838,879,2
9838,1639,2
9838,7178,7
9838,5925,2
9838,2702,2
9838,2428,2
9838,5265,1
9838,2347,4
9838,10291,7
9838,6832,3
9838,10735,2
9838,5969,4
6968,2611,1
6968,5619,1
9840,7778,3
9840,9614,1
9840,8028,1
9840,7922,1
9840,3282,3
9840,5925,1
9840,2989,1
9840,2560,10
9840,3377,1
9840,2469,1
9840,3623,1
9840,3996,1
9840,729,1
9840,2131,1
9840,10886,1
9840,2802,1
9840,10733,1
9840,10133,1
9840,9509,1
9840,1955,1
9840,1693,1
9840,2677,2
9840,5983,2
9840,6887,6
9840,8932,8
9841,1967,2
9841,9897,1
9841,5971,1
9841,10637,6
9841,3609,2
9841,1944,1
9841,73,1
9841,3225,1
4403,3609,1
4403,10886,1
4403,2131,1
9843,5065,1
9843,10746,1
9843,1172,1
9843,6521,1
9843,5066,1
9843,3583,1
9843,8808,1
9843,8774,7
9843,8647,1
9843,3667,9
9843,8609,1
9843,5033,2
9843,4545,10
9843,7649,1
9843,4073,1
9843,3804,1
9843,5448,1
9843,334,1
9843,2826,1
9843,2553,7
9843,2215,1
9843,102,2
9843,1993,1
9843,10100,6
9843,6860,6
9843,9875,2
9843,2792,3
9843,1230,1
9843,4680,1
9843,3225,3
9843,7153,1
9843,4683,1
9843,5622,1
9843,5935,2
9843,9516,1
9843,4205,1
9843,10438,4
9843,4920,1
9843,5971,6
9843,10637,4
9843,7595,1
9843,10645,4
9843,2136,1
9843,1967,1
9843,249,3
9843,10054,2
9843,2185,3
9843,8277,2
9843,165,4
9843,5228,2
9843,5963,1
9843,8635,1
9843,8303,1
9843,9897,9
9843,7062,1
9843,8491,1
9843,3609,1
9843,9004,1
9843,7680,1
9843,3793,1
9843,8189,1
9843,2817,1
9843,8556,9
9843,7643,2
9843,8527,3
4412,2201,5
4412,630,2
4412,10120,1
4412,2392,2
4412,4142,3
4412,1687,2
4412,6846,2
9847,6069,1
9847,4527,4
9847,7334,2
9847,1576,1
9847,4099,1
9847,7039,1
9847,3377,2
9847,5000,1
9847,4093,3
9847,5661,1
9847,4756,3
9847,7719,1
9847,9457,1
9847,7912,4
4434,1729,2
4434,7897,1
4434,1922,1
4434,8584,1
4434,3081,1
4434,10255,2
4434,1278,1
4434,2888,1
4434,10143,1
4434,2287,1
4434,7043,1
4434,1131,1
4434,8310,2
4434,7921,1
907,4112,6
4489,7529,1
4489,10735,1
4489,2239,1
4489,5969,1
9857,6263,1
9857,3834,1
9857,1513,7
9857,7529,8
9857,4112,4
9857,2702,13
9857,10403,3
9857,5265,1
9857,1237,4
9857,9743,1
9857,7661,1
9857,9280,3
9857,8114,5
9857,504,3
9857,7941,3
9857,4077,1
9859,1624,1
9859,10514,2
9859,6284,2
9859,7761,2
9859,8650,4
9859,10820,2
9859,835,3
9860,781,1
9860,5822,1
9860,5186,1
9863,1233,2
9863,3054,1
9863,2452,2
9863,4587,2
9863,5426,3
9863,7641,1
9863,4567,1
9863,4112,16
9863,10298,27
8941,9016,1
8941,2239,2
8941,3835,1
8941,4869,1
8941,7422,1
8941,6168,1
8941,6187,1
8941,5397,1
8941,7133,4
8941,1687,1
8941,1927,1
9871,9476,1
9871,10419,1
9871,1959,1
9871,7233,1
9871,6487,2
9871,3526,8
9871,7705,2
9871,580,2
9871,1317,1
9872,2452,1
9874,5869,1
9874,5983,1
9875,185,2
9875,8277,4
9875,5033,4
9875,4545,1
9875,637,1
9875,7398,1
9875,10266,1
9875,196,1
9875,9875,1
9875,10210,4
9875,9552,1
9875,5373,1
9875,2994,3
9875,9843,2
9875,5971,3
9875,5257,5
9875,10054,6
9875,2892,2
9875,8596,1
9875,2676,3
9875,5476,1
9875,406,1
9875,3609,2
9875,9856,4
9875,1819,3
9875,8556,1
9875,1646,1
9876,5065,1
9876,893,1
9876,7269,13
9876,8851,1
9876,3825,13
9876,3543,1
9876,5727,1
9876,2148,1
9876,8561,2
9876,8909,1
9876,7428,1
9876,9199,1
9876,4045,14
9876,10410,1
9876,5969,2
9878,3076,1
4627,1670,3
4627,1465,1
4627,10646,1
4627,8066,2
4627,3657,5
4627,2347,5
4627,6214,3
9880,2988,1
9880,2461,1
9880,7649,1
9880,7280,1
9880,1800,1
9880,4525,3
9883,5690,1
9885,5983,1
9885,1397,1
9887,4093,1
9889,9563,11
9889,10531,1
9889,3259,1
5981,7778,1
5981,10388,1
4704,7962,1
4704,7048,1
4704,10403,1
9893,3282,1
9893,4574,1
9893,598,1
9893,10587,1
9893,5983,1
9893,3240,1
9893,1347,1
9893,8065,1
9893,2775,1
9893,9280,1
9893,6887,2
9893,7119,1
9893,7021,1
9893,8142,1
249,8609,1
249,9843,3
249,3583,1
9895,7778,4
9895,7763,1
9895,10234,3
9895,10366,1
9895,1365,1
9895,6389,1
9895,1549,4
9895,1105,1
9897,10475,1
9897,2553,1
9897,9843,22
9897,5971,8
9897,7680,2
9897,10645,1
9897,8609,4
9897,7031,1
9897,3667,2
9897,4539,1
9897,8491,1
9897,4545,9
9897,7829,1
9897,5033,2
9897,5952,1
9897,5184,1
9897,8277,7
9897,8237,2
9897,2733,1
9897,8453,1
9897,8527,3
9898,5870,2
9901,6887,1
9901,6069,2
9901,5983,1
9901,643,1
9901,2704,2
9901,7334,1
9901,10886,2
9901,9833,1
9901,8357,2
9901,3377,1
9901,4862,1
9901,8142,1
9901,7667,1
9901,2775,2
9901,1271,1
9901,5074,1
9901,4499,1
9902,1909,1
9902,1554,2
9902,9166,1
9902,1750,1
9902,2136,2
9902,6386,2
9902,3593,2
9902,3602,1
9902,5969,5
9903,4527,3
9903,1218,1
9903,8650,1
9903,10608,1
9903,10784,1
9903,6887,1
9903,2006,1
9903,2891,1
9903,4756,3
9903,1646,1
9903,9457,1
9903,7912,3
4807,5421,8
4807,9280,1
4807,498,1
4807,4055,8
4807,2560,8
9908,5566,3
9908,4805,3
9908,9335,1
9908,9824,1
9908,7953,1
9908,7483,1
9908,2660,1
9908,5356,3
9908,10369,1
9908,8966,1
9908,7478,1
9908,1756,1
9908,7536,1
9908,611,1
9909,5110,2
9912,68,1
9912,1044,4
9912,5448,1
9912,3026,1
9912,6531,1
9912,7032,4
9912,6370,3
9912,4112,1
9912,4672,1
9912,6043,1
9912,1670,1
9912,8496,1
9912,4907,2
9912,10347,5
9912,8699,3
9912,6095,1
9912,2704,1
9912,9743,1
9912,9927,14
9912,10769,31
9912,1800,1
9912,10522,2
9912,9516,2
9912,10264,1
9912,8786,1
9912,4725,1
9912,2164,1
9912,1923,1
9912,3436,1
9912,8390,1
9912,9000,2
9912,6349,1
9912,4525,2
9912,5388,1
9912,811,5
9912,5094,1
9912,7678,15
9912,8522,3
9912,2461,1
9912,2582,2
9912,3593,27
9912,361,1
9912,5225,1
9912,4260,1
9912,4442,3
9912,1136,1
9912,10458,1
9913,3675,1
9913,10015,1
9913,4436,1
9913,8347,1
9913,2380,1
9913,2467,1
9913,8155,1
9913,1558,1
9913,4603,3
9913,6135,17
9913,6262,3
9916,7962,1
9916,5265,1
9916,2560,1
9916,63,2
9916,8628,1
9916,4913,1
9916,9485,1
7839,8837,4
9921,648,1
9921,2775,1
9921,5164,1
9922,6069,1
9922,1257,1
9922,5845,1
9923,1085,1
9923,3834,5
9923,3677,1
9923,1693,1
9923,419,1
9923,4317,2
9923,3881,1
9923,4320,1
9923,2287,1
9923,2476,1
9923,3322,1
9923,6046,2
9923,10427,1
9923,9923,1
9923,5580,5
9923,6544,1
9923,6423,5
9923,9960,6
9923,1552,12
9923,5895,2
9923,4210,1
9923,4603,7
9923,566,3
9923,7381,1
9923,1278,1
9923,3989,1
9923,8824,4
9923,9009,1
9925,5768,1
9925,2389,1
9925,3989,1
9925,1271,1
9925,1886,1
9925,566,1
9929,1963,1
9929,3573,2
9934,2687,1
9936,7937,2
9936,880,1
9936,7422,2
9936,4546,2
9936,1333,1
9936,10735,1
9937,8783,1
9937,7032,3
9937,3960,2
9937,4112,17
9937,3125,1
9937,8744,4
9937,2609,9
9937,5836,8
9937,9743,7
9937,734,8
9937,3813,2
9937,3116,4
9937,5678,2
9937,8247,1
9937,1800,2
9937,5682,1
9937,10264,5
9937,2452,1
9937,7051,3
9937,8593,1
9937,6691,1
9937,9937,1
9937,406,1
9937,2315,1
9937,10619,1
9937,8114,3
9937,1293,1
9937,10185,21
9937,7285,3
9937,8280,27
9937,330,1
9937,8130,1
9937,2989,1
9937,7280,3
9937,8953,1
9937,7941,4
9937,8786,1
