From,To,Weight
1927,1313,1
1927,4722,1
1927,1065,1
1927,10878,8
1927,10393,1
1927,3431,1
1927,10563,1
1927,5722,11
1927,352,1
1927,1239,2
1927,1885,1
1927,4603,12
1927,8027,1
1927,2843,3
1927,4473,25
1927,10275,1
1927,8119,5
1927,8892,1
1927,6972,1
1927,1085,4
1927,6263,2
1927,2467,1
1927,6189,6
1927,1333,1
1927,1334,1
1927,9006,2
1927,7422,1
1927,6274,1
1927,6570,1
1927,1687,7
1927,1079,1
1928,5983,1
1928,1089,2
1929,3024,8
1929,6236,6
1929,1089,10
1929,91,1
1929,9720,2
1929,7329,1
1929,5278,17
1929,1204,1
1929,1221,2
1929,2975,1
1929,3881,1
1929,5196,4
1929,5713,8
1929,4943,1
1929,406,2
1929,3768,5
1929,4002,3
1929,9429,2
1929,6097,1
1929,6184,1
1929,836,1
1929,5465,1
1929,779,2
1929,3816,1
1929,6916,1
1929,9842,1
1929,3263,1
1929,5509,1
1929,9132,4
1929,2135,1
1929,3475,4
1929,10765,11
1929,9974,4
1929,4926,3
1929,2965,2
1929,2764,1
1929,4523,1
1929,8965,11
1929,10177,2
1929,4473,1
1929,6482,1
1929,2676,1
1929,3736,2
1929,1889,1
1929,1929,31
1929,3013,2
1929,4300,1
1929,6931,10
1929,7679,1
1929,1646,1
1929,1819,12
1929,9198,2
1929,6412,1
1929,10146,2
1929,3552,1
1929,369,1
1929,8535,1
1930,3736,7
1930,5476,1
1930,6345,1
1930,7165,2
1930,7519,1
1930,9974,2
1930,5458,1
1930,10271,3
1930,3882,1
1930,7543,1
1931,1750,1
1931,8339,2
1931,3539,2
1931,4334,3
1931,2262,1
1931,5969,6
1931,388,3
1933,7830,2
1933,4037,2
1933,5235,4
1937,7416,1
1937,3729,1
1937,3240,1
1938,1938,1
1939,9280,1
1940,446,1
1940,9280,1
1940,2611,1
1942,10264,1
1942,8556,1
1942,10886,2
1942,6887,8
1942,1779,1
1943,10439,5
1943,103,17
1943,3283,1
1943,3171,1
1943,789,13
1943,8693,19
1943,372,4
1943,10293,4
1943,8416,6
1943,5295,1
1944,5476,1
1944,2510,2
1944,406,1
1944,7609,1
1944,4083,1
1944,10886,1
1944,10765,3
1944,1819,1
1944,800,2
1944,9540,1
1944,5173,1
1944,7535,1
1944,625,1
1944,513,2
1945,9645,1
1945,1729,1
1945,1687,1
1945,3220,1
1945,2201,4
1946,4093,1
1946,5661,1
414,7900,1
1952,6887,1
1953,5983,17
1953,3301,1
1953,5990,1
1953,9701,1
1953,4342,1
1953,9272,1
1953,9382,1
1953,25,1
1955,6497,1
1955,8906,2
1955,3592,1
1955,6848,5
1955,4621,11
1955,5317,1
1955,3115,4
1955,1750,2
1955,9912,1
1955,1837,2
1955,5994,14
1955,10753,2
1955,2117,4
1955,10387,1
1955,4112,2
1955,2784,1
1955,2836,3
1955,6887,1
1955,4519,1
1955,8106,30
1955,1623,1
1955,8744,9
1955,2293,1
1955,2295,3
1955,2611,4
1955,3462,1
1955,9278,1
1955,4195,1
1955,6590,2
1955,5000,5
1955,5838,2
1955,5502,1
1955,9436,3
1955,5331,2
1955,6974,1
1955,5202,1
1955,9746,1
1955,10094,1
1955,2131,3
1955,6175,2
1955,316,1
1955,8944,1
1955,9703,4
1955,6288,1
1955,8425,17
1955,5147,2
1955,9443,1
1955,4132,9
1955,6690,1
1955,8013,1
1955,1955,32
1955,1813,2
1955,8108,7
1955,6694,4
1955,4674,2
1955,1642,5
1955,8924,2
1955,1815,5
1955,4137,12
1955,7064,108
1955,6186,2
1955,3654,1
1955,1283,5
1955,10096,1
1955,4579,2
1955,1645,1
1955,4141,1
1955,9161,1
1955,6113,2
1955,9457,1
1955,9953,1
1955,10484,1
1955,8771,52
1955,2820,1
1955,9362,1
1955,7431,1
1955,3314,2
1955,6768,1
1955,6364,1
1955,2369,4
1955,1619,1
1955,9110,1
1955,5875,2
1955,572,2
1955,9669,2
1955,2054,1
1955,2924,14
1955,3673,1
1955,1644,1
1955,1918,1
1955,2477,2
1955,6538,1
1955,9623,1
1955,7619,3
1955,6409,1
1955,1660,1
1955,10473,6
1955,3450,1
1955,9467,2
1955,63,3
1955,3884,1
1955,3858,1
1955,8953,1
1955,6547,4
1955,9938,1
1955,6289,1
1955,6217,2
1955,9970,4
1955,7922,1
1955,598,1
1955,7975,1
1955,4169,4
1955,6163,1
1955,4171,3
1955,6220,2
1955,2122,1
1955,2999,18
1955,8790,2
1955,605,1
1955,4018,1
1955,9562,1
1955,5552,1
1955,8497,6
1955,3690,1
1955,9134,2
1955,843,1
1955,6069,17
1955,10654,1
1955,4175,1
1955,604,2
1955,6221,1
1955,1525,4
1955,618,3
1955,1860,4
1955,9650,8
1955,2157,1
1955,7641,2
1955,1850,2
1955,8977,2
1955,7994,4
1955,607,1
1955,10665,1
1955,997,6
1955,3984,1
1955,277,1
1955,3127,1
1955,8645,1
1955,2202,3
1955,9992,1
1955,9834,2
1955,8650,15
1955,8843,1
1955,1983,1
1955,8817,1
1955,7652,2
1955,6943,1
1955,4547,1
1955,9333,1
1955,648,7
1955,5659,2
1955,5386,6
1955,10164,1
1955,7661,8
1955,2702,2
1955,5068,1
1955,4552,1
1955,8352,1
1955,4910,1
1955,4720,1
1955,3038,8
1955,10519,3
1955,8830,77
1955,2368,1
1955,9840,2
1955,2542,1
1955,3987,3
1955,550,2
1955,7112,1
1955,6253,1
1955,5082,4
1955,4920,10
1955,3903,1
1955,6109,1
1955,7160,1
1955,118,1
1955,9664,3
1955,2713,4
1955,7507,8
1955,1365,10
1955,4055,6
1955,10575,8
1955,7159,2
1955,6610,1
1955,3573,3
1955,2541,1
1955,3318,1
1955,5771,2
1955,2723,1
1955,6787,3
1955,10364,3
1955,5265,2
1955,9531,1
1955,10843,1
1955,134,1
1955,6268,6
1955,5269,1
1955,3919,1
1955,6982,2
1955,1380,4
1955,2903,1
1955,5446,1
1955,7865,3
1955,8866,1
1955,1576,2
1955,4099,2
1955,8357,8
1955,10361,1
1955,6008,4
1955,6278,1
1955,1393,2
1955,4756,4
1955,9382,1
1955,7535,6
1955,1396,2
1955,335,33
1955,9747,9
1955,2745,1
1955,8202,1
1955,3759,3
1955,2746,1
1955,883,1
1955,7001,2
1955,8047,2
1955,7540,1
1955,4587,4
1955,7693,1
1955,342,1
1955,75,1
1955,5967,1
1955,1065,2
1955,3087,1
1955,4772,1
1955,8920,17
1955,5969,1
1955,10879,7
1955,1964,1
1955,8708,99
1955,1233,1
1955,7206,1
1955,8375,2
1955,10886,1
1955,5882,1
1955,8713,4
1955,7669,1
1955,1480,1
1955,990,1
1955,10029,1
1955,5129,48
1955,4429,4
1955,3602,7
1955,7212,4
1955,2097,3
1955,4253,5
1955,1238,3
1955,7362,1
1955,359,1
1955,7017,6
1955,706,8
1955,10178,1
1955,4664,2
1955,2769,1
1955,3609,11
1955,5619,3
1955,5983,2
1955,6148,2
1955,5311,1
1955,710,5
1955,2279,1
1955,1253,2
1955,2775,3
1955,6844,18
1959,4930,1
1959,10441,2
1959,6756,1
1959,8573,1
1959,7335,2
1959,7233,2
1959,3791,1
1959,3526,11
1959,5821,1
1959,6243,1
1959,2070,1
1962,8871,3
1964,1955,1
1966,1085,5
1966,1648,4
1966,1256,3
1966,8650,1
1966,91,1
1966,3016,1
1966,8866,1
1966,3668,1
1966,8040,1
1966,8280,2
1966,6992,1
1966,2161,1
1966,5448,1
1966,4111,1
1966,1543,1
1966,3570,1
1966,9335,12
1966,8824,2
1966,7583,1
1966,9303,1
1966,3889,1
1966,2257,1
1966,6544,9
1966,869,1
1966,8659,1
1966,651,2
1966,7941,2
1966,1756,1
1966,8856,1
1966,1529,1
1966,3899,1
1966,5167,3
1966,8366,1
1966,10765,2
1966,4290,1
1966,10886,16
1966,209,3
1966,10646,3
1966,1966,9
1966,4471,1
1966,6349,5
1966,6261,8
1966,8166,1
1966,5388,1
1966,4299,1
1966,10015,3
1966,9645,6
1966,1604,1
1966,329,1
1966,1567,1
1966,6360,1
1966,5788,3
1966,2900,1
1966,10366,2
1966,9558,5
1966,8857,1
1966,3357,1
1966,5703,1
1966,808,1
1966,10120,1
1966,8894,2
1966,9457,1
1966,455,4
1967,1967,1
1967,9841,6
1967,4920,4
1967,10637,7
1967,3609,1
1967,1944,1
1967,589,3
1967,8774,4
1967,1122,6
1967,625,4
1967,73,2
1967,7529,1
1967,5418,2
1967,6887,1
1967,5173,1
1967,10765,1
1967,10473,1
1967,4641,1
1968,3076,2
1968,5605,1
1968,6668,1
1969,10886,2
1970,4296,1
1970,8583,1
1970,3607,1
1970,5265,1
1972,10298,1
1974,4093,1
1979,1378,1
1979,9801,1
1979,3143,1
1979,1549,1
1723,4824,1
1723,10674,1
1723,5448,1
1723,9662,3
1723,9096,1
1723,8364,2
1723,5034,24
1723,4943,4
1723,4112,2
1723,5969,5
1981,1981,1
1981,4683,1
1981,4201,1
1981,5337,1
1982,2935,1
1982,10189,1
1982,9608,1
1982,1648,1
1982,3510,1
1985,2325,1
1985,1985,1
1985,2369,1
1985,5034,1
1985,637,1
1985,5831,1
1985,2744,1
1985,3768,1
1985,9429,2
1985,9027,2
1985,1403,1
1985,10210,3
1985,9782,2
1985,4641,2
1985,10062,1
1985,9635,1
1985,2532,1
1985,10765,1
1985,9974,1
1985,2886,2
1985,6738,1
1985,8237,2
1985,5476,2
1985,5057,1
1985,406,11
1985,8220,2
1985,409,1
1985,9369,1
1985,2681,1
1986,3912,1
1986,10685,1
1986,8040,1
1986,1058,1
1987,2201,1
1988,5661,1
1989,5164,1
1989,9553,1
1989,6091,1
1990,460,1
1990,2133,1
1990,10617,1
1990,6096,1
1990,6191,1
1990,1470,1
1991,3526,1
1993,1122,1
1993,1993,1
1993,9843,1
1993,7680,1
1993,10637,2
1993,8355,1
1993,9856,4
1993,10475,3
1993,10210,1
1993,9029,3
1993,5033,4
1993,5418,1
1993,9330,2
1993,2892,7
1993,8237,1
1995,5164,3
1998,5512,1
1998,10851,1
1998,6010,1
2000,10414,1
2000,1552,3
2000,10673,1
2000,6229,1
2000,2287,9
2000,680,2
2000,7921,1
2000,3081,3
2000,9508,1
2000,7441,2
2000,10255,4
2000,5462,1
2000,4820,2
2000,2000,1
2000,9087,1
2000,7377,1
2000,4122,2
2000,9126,5
2000,8584,4
2000,4777,1
2000,5761,1
2000,557,1
2000,10396,1
2000,8840,1
2000,4434,2
2000,2888,3
2000,5218,1
2000,1281,4
2000,2055,1
2000,2953,1
2000,5387,1
2000,3574,2
2000,1278,14
2000,7676,1
2000,6449,6
2000,9368,1
2000,3951,1
2002,2155,1
2002,5275,2
2002,10644,1
2002,10234,5
2002,9087,3
2002,5129,1
2002,8115,2
2002,7587,2
2002,7859,1
2002,725,1
2003,9182,1
2003,66,1
2003,1163,1
2003,8122,1
2003,7250,3
2003,542,1
2003,1271,7
2007,1729,1
2007,6354,1
2007,1304,1
2007,1552,3
2007,10608,2
2007,2074,1
2007,5289,1
2007,5462,1
2007,9126,1
2007,9087,1
2007,2000,1
2007,2287,2
2007,5249,1
2007,7921,3
2012,1852,2
2012,6688,1
2012,9801,1
2012,6389,1
2012,10234,1
2013,5661,1
2014,9386,1
2015,1729,1
2017,2822,4
2017,8808,13
2017,3667,1
2017,8277,4
2017,8040,1
2017,8453,6
2017,4502,2
2017,3376,1
2017,9875,1
2017,589,5
2017,686,1
2017,9258,1
2017,9702,1
2017,8334,1
2017,10688,5
2017,6916,10
2017,5971,1
2017,797,2
2017,209,1
2017,5591,2
2017,4964,1
2017,10054,1
2017,8237,1
2017,165,11
2017,2676,71
2017,8299,1
2017,1961,1
2017,1687,1
2017,10276,1
2017,8434,1
2017,7062,10
2017,3609,5
2017,2017,1
2017,73,2
2017,5819,3
2017,5647,1
2017,7991,1
2017,9984,1
2017,6272,1
2018,1583,1
2018,2898,1
2018,2977,1
2020,5189,1
2020,5495,1
2020,5265,1
2021,6297,1
2021,8377,1
2021,6841,1
2025,4598,1
2025,1333,1
2026,5661,1
2027,6579,1
2105,680,3
2105,4986,1
2105,9019,1
2105,7107,1
2031,9856,6
2031,1849,1
2031,6887,1
2031,9330,1
2031,2614,1
2031,637,1
2031,2892,3
2031,334,1
965,4473,6
965,8894,6
965,8385,2
965,7178,4
9172,5499,1
2036,10058,4
2036,8892,3
2036,7691,1
2038,9510,1
2038,10371,1
2038,9429,1
2040,1160,6
2040,2452,14
2040,1581,2
2040,6135,7
2040,4112,1
2040,6262,1
2042,6887,2
2044,4093,1
2045,1552,1
2045,2815,1
2045,1278,1
2045,6449,1
2045,2563,1
2045,1271,1
2045,9087,1
2045,5865,1
2045,2045,2
2046,7525,1
2046,10793,1
2046,2896,1
2046,9214,2
2046,7576,1
2046,6512,1
2046,1378,1
2046,6137,1
2049,2325,1
2049,1253,1
2049,1388,1
2049,1944,1
2049,8700,1
2049,5928,1
2049,2560,2
2049,10765,1
2049,10448,1
2049,7532,2
2049,5593,5
2049,9429,4
2049,6236,1
2049,5034,4
2049,2775,1
2049,4522,1
2049,5164,2
2049,2676,2
2050,3990,1
2050,5293,2
2054,3967,1
2054,5486,6
2054,2131,4
2054,3035,1
2054,438,1
2054,10886,1
2054,48,1
2054,5661,3
2054,3314,1
2054,4234,1
2054,9280,4
2054,485,1
2054,6887,3
2054,1517,1
2054,2775,10
2054,5195,1
2054,1265,2
2054,5164,1
2054,4695,2
2054,3065,1
2055,608,1
2055,9839,1
2055,2105,1
2055,680,15
2055,5497,2
2055,8044,1
2055,2120,1
2055,10757,2
2055,5121,1
2055,3814,2
2055,1876,1
2055,7130,1
2055,1552,10
2055,1922,1
2055,1146,3
2055,4682,4
2055,9087,3
2055,3646,1
2055,10087,1
2055,3143,8
2055,6389,1
2055,4927,1
2055,4727,2
2055,10231,1
2055,3920,6
2055,1131,2
2059,5969,1
1105,5827,1
1105,2703,1
1105,3834,1
1105,9062,4
1105,630,4
1105,8906,3
1105,8812,4
1105,3550,8
1105,5882,11
1105,2611,7
1105,269,1
1105,6422,5
1105,5838,1
1105,6287,2
1105,5042,2
1105,2796,1
1105,1271,1
1105,1800,3
1105,3242,1
1105,9310,1
1105,10525,1
1105,10266,1
1105,5127,1
1105,660,5
1105,2624,5
1105,1365,18
1105,3602,1
1105,9937,1
1105,3573,27
1105,1105,1
1105,6869,2
1105,6069,6
1105,7910,1
1105,7939,15
1105,6837,2
1105,9645,1
1105,618,1
1105,3980,1
1105,10619,1
1105,10366,8
1105,10410,11
1105,808,1
1105,8769,3
1105,8894,3
1105,327,1
2061,8228,1
2061,2867,2
1120,4093,2
1120,569,1
1120,1120,1
1120,2704,1
1120,9483,1
1120,3076,6
1120,4527,1
1120,6390,2
1120,2775,1
2063,9591,6
2063,4962,9
2063,7772,1
2063,2651,1
2063,4236,2
2065,10697,1
2066,6622,2
2066,8700,1
2066,4490,1
2066,7866,2
2066,7529,1
2066,2989,1
2066,2667,1
2066,2513,1
2066,3410,1
2066,10628,1
2066,633,1
2066,2434,2
2066,7652,1
2066,2952,3
2066,7962,1
2066,4502,1
2066,3420,2
2066,6633,1
2066,4081,1
2066,3462,1
2066,3463,1
2066,2793,1
2066,9194,1
2066,10432,4
2066,388,5
2066,4913,5
2066,4150,3
2066,9391,2
2066,3395,2
2066,5969,6
2066,9394,1
2066,1750,30
2066,2136,10
2066,2802,1
2066,5632,1
2066,605,5
2066,10015,1
2066,5338,1
2066,751,1
2066,4256,1
2066,10275,1
2066,7163,1
2066,858,5
2066,5265,22
2066,9054,5
2066,3351,4
2066,9006,1
2066,9198,3
2066,3357,1
2066,8116,1
2066,4849,2
2066,2002,1
